Stage2.Measurement7.DV_ErrorRate,Stage2.Output.Measurement7.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual
0.025,2.6818181818181817,11.54,200,963.0,247,71.9,72.4,10.48,75.1,12.59,236,601.11,257,68.99,69.59,13.91,59.7,9.02,186,421.16,200,78.4,77.9,13.62,65.1,80.1,363.0,365.0,17.0,315.0,17.0,304.0,310.0,289.9,264.6,237.7,245.0,65.0
0.049,2.6141666666666667,11.54,200,963.0,247,71.9,72.4,10.52,75.1,12.59,236,601.11,257,68.97,69.61,13.91,59.7,9.02,186,421.16,200,78.4,78.0,13.69,65.1,80.1,363.0,365.0,17.0,314.0,17.0,304.0,310.0,289.9,264.6,237.7,245.0,65.0
0.07,2.556923076923077,11.54,200,963.0,247,71.9,72.4,10.48,75.1,12.59,236,601.11,257,68.99,69.52,13.89,59.8,9.02,186,421.16,200,78.4,78.0,13.66,65.1,80.1,363.0,364.0,17.0,314.0,17.0,304.0,310.0,289.9,264.6,237.7,245.0,65.0
0.075,2.5435714285714286,11.54,200,963.0,247,71.9,72.4,10.48,75.1,12.59,236,601.11,257,68.98,69.51,13.87,59.9,9.02,186,421.16,200,78.4,78.0,13.59,65.1,80.1,363.0,364.0,17.0,314.0,17.0,304.0,310.0,289.9,264.6,237.7,245.0,65.0
0.073,2.548,11.54,200,963.0,247,71.9,72.4,10.48,75.1,12.59,236,601.11,257,68.97,69.3,13.89,60.1,9.02,186,421.16,200,78.4,78.0,13.81,65.1,80.0,363.0,364.0,16.0,314.0,16.0,303.0,310.0,289.9,264.6,237.7,245.0,65.0
0.072,2.551875,11.54,200,963.0,247,71.9,72.5,10.48,75.1,12.59,236,601.11,257,68.99,69.41,13.91,60.1,9.02,186,421.16,200,78.4,78.0,13.79,65.2,80.0,363.0,363.0,16.0,314.0,16.0,303.0,310.0,289.9,264.6,237.7,245.0,65.0
0.073,2.548235294117647,11.54,200,963.0,247,71.9,72.5,10.48,75.1,12.59,236,601.11,257,68.97,69.37,13.92,60.2,9.02,186,421.16,200,78.4,78.0,13.62,65.2,80.0,363.0,363.0,16.0,314.0,16.0,303.0,310.0,289.9,264.6,237.7,245.0,65.0
0.076,2.5411111111111113,11.54,200,963.0,247,71.9,72.5,10.55,75.1,12.59,236,601.11,257,68.99,69.31,13.86,60.3,9.02,186,421.16,200,78.4,78.0,13.63,65.2,80.0,363.0,363.0,17.0,314.0,17.0,303.0,310.0,289.9,264.6,237.7,244.9,65.0
0.078,2.535263157894737,11.54,200,963.0,247,71.9,72.5,10.52,75.1,12.59,236,601.11,257,68.99,69.3,13.93,60.3,9.02,186,421.16,200,78.4,78.0,13.66,65.1,80.0,363.0,363.0,17.0,314.0,17.0,303.0,310.0,289.9,264.6,237.7,244.9,65.0
0.08,2.5300000000000002,11.54,200,963.0,247,71.9,72.5,10.52,75.1,12.59,236,601.11,257,68.98,69.21,13.9,60.3,9.02,186,421.16,200,78.4,78.0,13.6,65.1,80.0,363.0,363.0,18.0,314.0,18.0,303.0,310.0,289.9,264.7,237.7,244.9,65.0
0.113,2.4405,11.54,200,963.0,247,71.9,72.5,10.52,75.1,12.59,236,601.11,257,68.99,69.23,13.89,60.4,9.02,186,421.16,200,78.4,78.0,13.78,65.1,80.0,363.0,363.0,18.0,314.0,18.0,303.0,310.0,289.9,264.7,237.7,244.9,65.0
0.145,2.351,11.54,200,963.0,247,71.9,72.5,10.48,75.1,12.59,236,601.11,257,68.97,69.2,13.85,60.4,9.02,186,421.16,200,78.4,78.0,13.68,65.1,80.0,363.0,363.0,17.0,314.0,17.0,303.0,310.0,289.9,264.7,237.7,244.8,65.0
0.142,2.3595238095238096,11.54,200,963.0,247,71.9,72.5,10.52,75.1,12.59,236,601.11,257,69.0,69.22,13.89,60.4,9.02,186,421.16,200,78.4,78.0,13.52,65.1,80.0,363.0,363.0,17.0,314.0,17.0,303.0,310.0,289.9,264.7,237.7,244.8,65.0
0.137,2.372727272727273,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,69.01,69.09,13.89,60.4,9.02,186,421.16,200,78.4,78.0,13.71,65.2,80.0,363.0,363.0,17.0,314.0,17.0,303.0,310.0,289.9,264.7,237.7,244.8,65.0
0.133,2.38304347826087,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,69.0,69.11,13.91,60.4,9.02,186,421.16,200,78.4,78.0,13.7,65.1,80.0,363.0,363.0,17.0,315.0,17.0,304.0,310.0,289.9,264.7,237.8,244.8,65.0
0.129,2.395,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.97,69.06,13.92,60.4,9.02,186,421.16,200,78.4,78.1,13.58,65.1,80.0,363.0,363.0,17.0,315.0,17.0,304.0,310.0,289.9,264.7,237.8,244.8,64.9
0.126,2.4028000000000005,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.99,69.08,13.89,60.4,9.02,186,421.16,200,78.4,78.1,13.5,65.1,80.0,363.0,363.0,17.0,315.0,17.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.123,2.411153846153846,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.97,69.07,13.93,60.3,9.02,186,421.16,200,78.4,78.1,13.66,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.157,2.3196153846153846,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.98,69.06,13.93,60.3,9.02,186,421.16,200,78.4,78.1,13.83,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.131,2.3888461538461536,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,68.96,69.06,13.9,60.2,9.02,186,421.16,200,78.4,78.1,13.84,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,244.9,64.9
0.125,2.4051851851851853,11.54,200,963.0,247,71.9,72.6,10.52,75.1,12.59,236,601.11,257,68.97,69.04,13.87,60.1,9.02,186,421.16,200,78.4,78.1,13.75,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.115,2.4337037037037033,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,69.0,69.09,13.86,60.0,9.02,186,421.16,200,78.4,78.1,13.58,65.1,80.0,363.0,363.0,18.0,315.0,18.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.113,2.44,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.96,69.06,13.9,60.0,9.02,186,421.16,200,78.4,78.1,13.75,65.1,80.0,363.0,363.0,17.0,315.0,17.0,304.0,310.0,289.9,264.7,237.8,245.0,64.9
0.11,2.4466666666666663,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,69.0,69.07,13.87,59.9,9.02,186,421.16,200,78.4,78.1,13.7,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.107,2.454444444444444,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.08,13.87,59.8,9.02,186,421.16,200,78.4,78.1,13.65,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.105,2.461481481481481,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.97,69.09,13.89,59.7,9.02,186,421.16,200,78.4,78.1,13.74,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.103,2.4674074074074066,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.97,69.07,13.9,59.7,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.1,2.475555555555555,11.54,200,963.0,247,71.9,72.7,10.45,75.1,12.59,236,601.11,257,68.99,69.0,13.86,59.7,9.02,186,421.16,200,78.4,78.2,13.68,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.087,2.5103703703703695,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.99,69.07,13.84,59.6,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.073,2.5492592592592582,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.09,13.93,59.6,9.02,186,421.16,200,78.4,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.071,2.554999999999999,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.99,69.09,13.92,59.6,9.02,186,421.16,200,78.3,78.2,13.66,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.066,2.5674999999999986,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.98,68.95,13.87,59.6,9.02,186,421.16,200,78.3,78.2,13.79,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.064,2.5727586206896538,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,69.01,69.11,13.86,59.6,9.02,186,421.16,200,78.3,78.2,13.75,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.062,2.5799999999999987,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.99,69.07,13.87,59.6,9.02,186,421.16,200,78.3,78.2,13.64,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.06,2.585999999999999,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.97,69.06,13.89,59.6,9.02,186,421.16,200,78.3,78.2,13.6,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.059,2.588666666666666,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.99,69.09,13.87,59.6,9.02,186,421.16,200,78.3,78.2,13.69,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.9
0.055,2.5989655172413784,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.97,69.07,13.89,59.8,9.02,186,421.16,200,78.3,78.2,13.74,65.1,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,289.9,264.8,237.8,245.0,64.8
0.048,2.6184615384615375,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.97,69.06,13.86,60.0,9.02,186,421.16,200,78.3,78.2,13.74,65.1,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.8,245.0,64.8
0.047,2.621153846153845,11.54,200,963.0,247,71.9,72.7,10.48,75.1,12.59,236,601.11,257,68.96,69.05,13.87,60.1,9.02,186,421.16,200,78.3,78.2,13.53,65.2,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.9,245.0,64.8
0.048,2.6191999999999984,11.54,200,963.0,247,71.9,72.7,10.52,75.1,12.59,236,601.11,257,68.97,69.08,13.93,60.2,9.02,186,421.16,200,78.3,78.2,13.7,65.2,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,289.9,264.8,237.9,245.0,64.8
0.049,2.614166666666665,11.54,200,963.0,247,71.9,72.7,10.45,75.1,12.59,236,601.11,257,68.99,69.06,13.87,60.3,9.02,186,421.16,200,78.3,78.2,13.79,65.2,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,290.0,264.8,237.9,245.0,64.8
0.051,2.609166666666665,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,69.0,69.09,13.91,60.3,9.02,186,421.16,200,78.3,78.1,13.63,65.2,80.0,362.0,362.0,17.0,315.0,17.0,304.0,310.0,290.0,264.8,237.9,245.0,64.8
0.014,2.7108333333333317,11.54,200,963.0,247,71.9,72.6,10.48,75.1,12.59,236,601.11,257,68.96,69.04,13.93,60.3,9.02,186,421.16,200,78.3,78.1,13.57,65.2,80.0,363.0,362.0,18.0,315.0,18.0,304.0,310.0,290.0,264.8,237.9,245.0,64.8
0.018,2.701249999999998,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.59,236,601.11,257,68.98,69.07,13.91,60.4,9.02,186,421.16,200,78.3,78.1,13.69,65.2,80.0,363.0,362.0,17.0,315.0,17.0,304.0,310.0,290.0,264.8,237.9,245.0,64.8
0.022,2.689166666666665,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.59,236,601.11,257,68.98,69.04,13.93,60.4,9.02,186,421.16,200,78.3,78.1,13.64,65.2,80.1,363.0,362.0,17.0,315.0,17.0,304.0,310.1,290.0,264.8,237.9,245.0,64.8
0.026,2.6795833333333317,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.59,236,601.11,257,68.98,69.04,13.87,60.4,9.02,186,421.16,200,78.3,78.0,13.67,65.2,80.1,362.0,362.0,17.0,314.0,17.0,304.0,310.1,290.0,264.8,237.9,245.0,64.8
0.031,2.6645833333333315,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.59,236,601.11,257,69.03,69.09,13.87,60.3,9.02,186,421.16,200,78.3,78.0,13.7,65.2,80.1,362.0,362.0,17.0,314.0,17.0,304.0,310.1,290.0,264.8,237.9,245.0,64.8
0.037,2.649583333333332,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.59,236,601.11,257,68.98,69.1,13.85,60.3,9.02,186,421.16,200,78.3,78.0,13.68,65.2,80.1,362.0,362.0,18.0,314.0,18.0,304.0,310.0,290.0,264.8,237.9,245.0,64.8
0.043,2.6320833333333318,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.59,236,601.11,257,68.97,69.06,13.9,60.3,9.02,186,421.16,200,78.3,78.0,13.61,65.2,80.1,362.0,362.0,16.0,314.0,16.0,304.0,310.0,290.0,264.8,237.9,245.0,64.8
0.058,2.5899999999999985,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.59,236,601.11,257,68.97,69.09,13.9,60.2,9.02,186,421.16,200,78.3,78.0,13.61,65.2,80.1,363.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.8,237.9,245.0,64.8
0.072,2.550833333333332,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.59,236,601.11,257,68.99,69.08,13.94,60.2,9.02,186,421.16,200,78.3,77.9,13.7,65.2,80.1,363.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.8,237.9,245.1,64.8
0.082,2.5237499999999984,11.54,200,963.0,247,72.0,72.5,10.48,75.1,12.59,236,601.11,257,68.97,69.06,13.92,60.1,9.02,186,421.16,200,78.3,77.9,13.75,65.2,80.1,362.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.093,2.492916666666665,11.54,200,963.0,247,72.0,72.5,10.52,75.1,12.59,236,601.11,257,68.97,69.08,13.86,60.0,9.02,186,421.16,200,78.3,77.9,13.8,65.2,80.1,362.0,362.0,18.0,314.0,18.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.109,2.4512499999999986,11.54,200,963.0,247,72.0,72.5,10.52,75.1,12.59,236,601.11,257,69.01,69.08,13.87,60.0,9.02,186,421.16,200,78.3,77.9,13.73,65.2,80.0,362.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.113,2.4387499999999984,11.54,200,963.0,247,72.0,72.5,10.52,75.1,12.59,236,601.11,257,68.97,69.04,13.93,59.9,9.02,186,421.16,200,78.3,77.9,13.69,65.2,80.0,362.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.123,2.4108695652173897,11.54,200,963.0,247,72.0,72.5,10.48,75.1,12.59,236,601.11,257,68.99,69.08,13.94,59.8,9.02,186,421.16,200,78.3,77.9,13.69,65.2,80.0,361.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.137,2.373913043478259,11.54,200,963.0,247,72.0,72.5,10.45,75.1,12.59,236,601.11,257,69.0,69.09,13.91,59.7,9.02,186,421.16,200,78.3,77.9,13.75,65.2,80.0,361.0,362.0,18.0,314.0,18.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.15,2.337727272727271,11.54,200,963.0,247,72.0,72.4,10.48,75.1,12.59,236,601.11,257,68.97,69.06,13.93,59.7,9.02,186,421.16,200,78.3,77.9,13.7,65.2,80.0,361.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.149,2.340434782608694,11.54,200,963.0,247,72.0,72.4,10.48,75.1,12.59,236,601.11,257,68.99,69.06,13.85,59.6,9.02,186,421.16,200,78.3,77.9,13.67,65.2,80.0,361.0,362.0,19.0,314.0,19.0,304.0,310.0,290.0,264.9,237.9,245.0,64.8
0.152,2.3308695652173896,11.54,200,963.0,247,72.0,72.4,10.48,75.1,12.59,236,601.11,257,68.97,69.08,13.87,59.6,9.02,186,421.16,200,78.3,77.9,13.75,65.2,80.0,361.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.7
0.154,2.3262499999999986,11.54,200,963.0,247,72.0,72.4,10.52,75.1,12.59,236,601.11,257,68.99,69.09,13.89,59.6,9.02,186,421.16,200,78.3,77.9,13.71,65.2,80.0,361.0,362.0,17.0,314.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.7
0.153,2.3291999999999984,11.54,200,963.0,247,72.0,72.4,10.48,75.1,12.59,236,601.11,257,68.99,69.09,13.86,59.6,9.02,186,421.16,200,78.3,77.9,13.61,65.2,80.0,361.0,362.0,17.0,313.0,17.0,304.0,310.0,290.0,264.9,237.9,245.0,64.7
0.15,2.3369230769230755,11.54,200,963.0,247,72.1,72.3,10.48,75.1,12.59,236,601.11,257,69.01,69.08,13.84,59.6,9.02,186,421.16,200,78.3,77.9,13.52,65.2,80.0,361.0,362.0,18.0,313.0,18.0,304.0,310.0,290.0,264.9,237.9,245.0,64.7
0.152,2.332307692307691,11.54,200,963.0,247,72.1,72.3,10.52,75.1,12.59,236,601.11,257,68.97,68.9,13.89,59.7,9.02,186,421.16,200,78.3,77.9,13.45,65.2,80.0,361.0,362.0,17.0,313.0,17.0,304.0,310.0,290.0,264.9,237.9,244.9,64.7
0.158,2.31653846153846,11.54,200,963.0,247,72.1,72.3,10.52,75.1,12.59,236,601.11,257,68.98,69.07,13.86,59.7,9.02,186,421.16,200,78.3,77.9,13.82,65.2,80.0,360.0,362.0,18.0,313.0,18.0,304.0,310.0,290.0,264.9,237.9,244.9,64.7
0.159,2.3123076923076904,11.54,200,963.0,247,72.1,72.3,10.48,75.1,12.59,236,601.11,257,69.0,69.09,13.91,59.8,9.02,186,421.16,200,78.3,77.9,13.64,65.2,80.0,361.0,362.0,18.0,313.0,18.0,304.0,310.0,290.0,264.9,237.9,244.9,64.7
0.157,2.3185185185185166,11.54,200,963.0,247,72.1,72.2,10.48,75.1,12.59,236,601.11,257,68.97,69.08,13.86,59.9,9.02,186,421.16,200,78.3,77.9,13.77,65.2,80.0,361.0,362.0,17.0,313.0,17.0,304.0,310.0,290.0,264.9,237.9,244.9,64.7
0.157,2.3170370370370352,11.54,200,963.0,247,72.1,72.2,10.48,75.1,12.59,236,601.11,257,69.01,69.11,13.86,59.9,9.02,186,421.16,200,78.3,77.9,13.67,65.2,80.0,361.0,362.0,16.0,313.0,16.0,304.0,310.0,290.0,264.9,237.9,244.9,64.7
0.158,2.3155555555555534,11.54,200,963.0,247,72.1,72.2,10.48,75.1,12.59,236,601.11,257,69.01,69.07,13.9,60.0,9.02,186,421.16,200,78.3,77.9,13.76,65.2,80.0,360.0,362.0,17.0,313.0,17.0,304.0,310.0,290.0,264.9,238.0,245.0,64.7
0.157,2.3174074074074054,11.54,200,963.0,247,72.1,72.2,10.48,75.1,12.59,236,601.11,257,68.96,69.05,13.91,60.1,9.02,186,421.16,200,78.3,78.0,13.82,65.2,80.0,360.0,362.0,16.0,313.0,16.0,304.0,310.0,290.0,264.9,238.0,245.0,64.7
0.159,2.3122222222222204,11.54,200,963.0,247,72.1,72.2,10.52,75.1,12.59,236,601.11,257,68.97,69.06,13.85,60.1,9.02,186,421.16,200,78.3,78.0,13.65,65.2,80.0,360.0,362.0,17.0,313.0,17.0,304.0,310.0,290.0,264.9,238.0,245.1,64.7
0.155,2.3233333333333315,11.54,200,963.0,247,72.1,72.1,10.48,75.1,12.59,236,601.11,257,68.95,69.09,13.86,60.2,9.02,186,421.16,200,78.3,78.0,13.69,65.2,80.0,360.0,362.0,16.0,313.0,16.0,304.0,310.0,290.0,264.9,238.0,245.1,64.7
0.158,2.3155555555555534,11.54,200,963.0,247,72.1,72.1,10.48,75.1,12.59,236,601.11,257,69.0,69.09,13.86,60.2,9.02,186,421.16,200,78.3,78.0,13.75,65.2,80.0,360.0,362.0,16.0,313.0,16.0,304.0,310.0,290.0,264.9,238.0,245.1,64.7
0.152,2.3333333333333313,11.54,200,963.0,247,72.1,72.1,10.48,75.1,12.59,236,601.11,257,68.98,69.07,13.91,60.2,9.02,186,421.16,200,78.3,78.0,13.7,65.2,80.0,360.0,361.0,17.0,313.0,17.0,304.0,310.0,290.0,265.0,238.0,245.1,64.7
0.145,2.3511111111111087,11.54,200,963.0,247,72.1,72.1,10.48,75.1,12.59,236,601.11,257,68.97,69.07,13.91,60.3,9.02,186,421.16,200,78.3,78.0,13.7,65.2,80.0,360.0,362.0,18.0,313.0,18.0,304.0,310.0,290.0,265.0,238.0,245.1,64.7
